text,label
Hola cuatreros de @CableFibertel! No anda el flow?,NEUTRAL
Hola @raf_dist ! Vamos a ayudarte con tu consulta. Continuamos por DM,NEUTRAL
@LamedaRoman. Seguinos y comunicate por DM indicando los datos del titular de la cuenta por favor para poder ayudarte. Te esperamos.,NEUTRAL
"Julio, estamos para ayudarte con gusto. Te respondimos por DM.",NEUTRAL
"#Argentina #Estreno #AtrapaAUnLadron en 11,4 a 11,8 pts de #rating por @telefe con @echarripablo1 y #alexandrajiménez. Coproducción de @VisAmericas y @CableFibertel Mañana todos los capítulos estarán disponibles en #Flow @LeandroLeunis @lizytagliani",NEUTRAL
¡Hola @Camila Belén Silva! Te respondí por DM. ¡Te espero al privado!,NEUTRAL
Grannnnm finde de @CableFibertel. Al sillón y a mirar : https://goo.gl/fZRta5 .,NEUTRAL
@CableFibertel Buen día. Tenía una visita técnica agendada para ayer por la tarde pero no vinieron,NEUTRAL
"En 15' a las 23:30 hs EL FUTBOL canal 7 @CableFibertel el COMPACTO del PARTIDO que no viste en ningun lado, los Hinchas, y charlamos con @blancotomi9. Fotos @alejaQACpic.twitter.com/rm1awqeWYd",NEUTRAL
Te respondimos por dm.,NEUTRAL
Así se @CableFibertel .. pago 3500 pesos por mes para esto pic.twitter.com/yg5dzUzxqm,NEUTRAL
"Hola MoniSu , por favor te pido que nos envíes un mensaje privado con tu DNI para poder ayudarte. Muchas gracias, esperamos tu mensaje!",NEUTRAL
@CableFibertel ESTAN REPARANDO?,NEUTRAL
"Hola, te respondí por DM, saludos!",NEUTRAL
"Leo, te respondimos por DM",NEUTRAL
"Estámos igual, desde las 7 de la mañana.",NEUTRAL
Hola @leandro_ungaro ¿cómo estás? Vamos a ayudarte. Para ello te pido que nos sigas y nos envíes por DM el número de DNI de la cuenta por la cual consultas. ¡Te esperamos!,NEUTRAL
@CableFibertel respondan el dm,NEUTRAL
@MBernardara Te enviamos un DM. Sole Z. http://bit.ly/DMArnet,NEUTRAL
Hola Ariel ¿Como estás? Te escribimos por dm para gestionar tu reclamo.,NEUTRAL
"Hola, respondimos a tu consulta por DM. Saludos.",NEUTRAL
"Hola Diego! te respondí por DM, te espero.",NEUTRAL
"Cualquier cosa, no dudes en escribirnos por DM",NEUTRAL
"Hola Messi, como estás? Te mande un mensaje por DM para continuar con tu consulta.",NEUTRAL
¡Hola Luis! Te respondimos por dm,NEUTRAL
"Hola, Antonio te respondí por privado, seguimos por ahí!",NEUTRAL
Hola  Juan  te respondimos por DM. ¡Saludos!,NEUTRAL
"Hola, te respondí por DM, saludos!",NEUTRAL
@CableFibertel alguna explicación de por qué NO TENGO INTERNET?????,NEUTRAL
"Oki dale. Como Arnet no te instala el servicio, no puedo quejarme de los soretes de fibertel que me cobran lo que quieren?",NEUTRAL
"Aylén, te respondimos por privado. Seguimos por ese medio. ¡Saludos!",NEUTRAL
¡Hola! Te escribí por privado ¿Seguimos por ahí? Gracias!,NEUTRAL
@CableFibertel amigos les deje Dm  GRACIAS por la gestión,NEUTRAL
"El término legal es venta atada, o bundling. Está prohibido por el art 1099 del Código Civil y Comercial de la Nación.pic.twitter.com/MhoBg4vY9f",NEUTRAL
Seguimos por DM!,NEUTRAL
"Saimar, te escribí por DM.",NEUTRAL
Hola ¿cómo estás? Vamos a ayudarte. Para ello te pido que nos sigas a la página y nos envíes por DM el número de DNI de la cuenta por la cual consultas. ¡Te esperamos!,NEUTRAL
Respondio @CableFibertel,NEUTRAL
@PersonalAr también,NEUTRAL
"Alejo no te preocupes, que lo vemos juntos. Probaste enchufarlo en otro toma corrientes? No enciende ninguna luz?",NEUTRAL
"Hola, soy Cinthia. Te respondí por DM, seguimos por ese medio. Saludos.",NEUTRAL
"Imposible que te responda @CableFibertel, no?",NEUTRAL
"cristian, por cualquier consulta envíanos un DM con el dni y domicilio del titular así podemos ayudarte. Saludos!.",NEUTRAL
Invito a que todos le demos retuit con #FibertelDesastre y agreguen el Hashtag  Nos cansamos   @CableFibertel @BAconsumidorhttps://twitter.com/cpjulianruiz/status/1180601997386371073 …,NEUTRAL
@CableFibertel les deje un MD... O me responden o voy a defensa al consumidor.,NEUTRAL
25 DOLARES EN PREMIOS MAMAAAAA ME PONGO A JUGAR FREE YA MISMO,NEUTRAL
Me podrían responder el pm por favor,NEUTRAL
"Hola, soy Sole, te escribi por MP",NEUTRAL
Te respondí,NEUTRAL
"Aca en zona sur de Rosario, acaba de pasar lo mismo, hace 15 min.aprox",NEUTRAL
"¡Buen día!  Te pedimos disculpas por las molestias que te estamos ocasionando con el servicio, en éste momento te enviamos un DM . ¡Saludos!",NEUTRAL
@Delphia18 te enviamos un DM. Saludos.,NEUTRAL
"Hola, te respondimos por privado, saludos!",NEUTRAL
"Hola, soy Cinthia. Te respondí por DM, seguimos por ese medio. Saludos.",NEUTRAL
Ya se puede ir a tu casa... Ahora entonces jajajaja,NEUTRAL
"¡Hola! Te respondí por DM, gracias por el contacto!",NEUTRAL
"Paola, seguiremos tu reclamo por DM. Te pido que nos envíes un mensaje con el DNI del titular del servicio o nro de cliente. Espero tu respuesta.",NEUTRAL
Les envié MD. @CableFibertel,NEUTRAL
"Ceiclia soy Alejandra buen día como estas? Me encuentro viendo tu cuenta por DM, te espero!",NEUTRAL
Hola @Magali_99_ ¿cómo estás? Vamos a ayudarte. Para ello te pido que nos sigas y nos envíes por DM el número de DNI de la cuenta por la cual consultas. ¡Te esperamos!,NEUTRAL
Nanana y esa facha?,NEUTRAL
Hola @JoakoouG! Te pido por favor nos sigas y nos envíes por DM los datos del titular para poder ayudarte. Te espero!,NEUTRAL
"@CableFibertel fue Dm en respuesta, gracias",NEUTRAL
"Hola, soy Cinthia. Te respondí por DM, seguimos por ese medio. Saludos.",NEUTRAL
Te enviamos DM Lau! Te espero.,NEUTRAL
Y SpeedTest está desbloqueado. Probá conhttp://fast.com,NEUTRAL
¡Hola! Podés hacer tu reclamo acá → https://goo.gl/U8GQ3L  o llamarnos al 0800 666 1518,NEUTRAL
"Hola Eliana, te pido disculpas por las molestias ocasionadas. Te dejé un DM.",NEUTRAL
"Gonzalo Seguimos por DM, te espero!",NEUTRAL
"Hola Kendra. Te enviamos Dm, seguimos por ahí.",NEUTRAL
"Roque, hablamos por DM :)",NEUTRAL
@CableFibertel tampoco tengo cable,NEUTRAL
Te invitamos a que nos envíes un DM con tu consulta y el DNI del titular de la cuenta así podemos ayudarte!,NEUTRAL
"Hola, mi nombre es Cristian, te respondí por DM.",NEUTRAL
Te respondimos por DM Malena,NEUTRAL
@CableFibertel ME PUEDEN CONTESTAR,NEUTRAL
Otra vez sopa !!! Otra vez la musicaaaa ahahah @CableFibertel pic.twitter.com/dXmeQ4tBth,NEUTRAL
Hola Angelica Te pedimos que nos sigas así podemos ayudarte a través de nuestra gestión ¡Te esperamos!,NEUTRAL
Hola Santiago ¿cómo estás? Con gusto podemos ayudarte. Para eso te pido que nos sigas/des me gusta a la página y que nos envíes por DM el número de DNI de la cuenta por la que consultas. ¡Te esperamos! ”,NEUTRAL
"Hola Fede, te pido disculpas por las molestias ocasionadas. Te dejé un DM.",NEUTRAL
@CableFibertel hola buenas tardes cable como andan les envié mensaje privado,NEUTRAL
Me pueden contestar el dm por favor!,NEUTRAL
Te respondimos por DM,NEUTRAL
"Buenos días Daniel, disculpá las molestias. Te respondimos por dm, seguimos por ese medio. Gracias.",NEUTRAL
Respondí por DM! ¿La  seguimos por ahí?,NEUTRAL
"Esteban, te escribimos por DM.",NEUTRAL
@caritobulling estamos con tu consulta por DM.-,NEUTRAL
Nacho envianos tu consulta por DM junto al DNI del titular y seguí a la cuenta para poder ayudarte a través de este medio. Esperamos tu mensaje!,NEUTRAL
"Hola, disculpá la demora, mandame un DM para poder ayudarte.",NEUTRAL
Hola! Te pido que sigas la pagina y nos envíes un DM para poder asesorarte por este medio,NEUTRAL
Tiene mas de 1 dispositivo conectado Tiini mis di in dispisitivi cinictidi Bomba,NEUTRAL
Ya estamos por DM ¡Saludos!,NEUTRAL
"¡Hola @JottyDuque! te respondimos al privado,seguimos por ahí? te espero!",NEUTRAL
Te respondimos por DM,NEUTRAL
@CableFibertel les dejé mp,NEUTRAL
"Ya los segui, ahora arreglen esto o vengan a buscarse el deco, en 48 hs lo pongo en la vereda",NEUTRAL
Buenas noches Manu! Te respondimos por DM.,NEUTRAL
@PowerChil te enviamos un DM. Saludos.,NEUTRAL
Holis! @CableFibertel para variar no tengo servicio pero si boleta para pagar,NEUTRAL
"Hola Camilo. Si tenes una consulta de tu cuenta, seguinos y envianos un DM indicando el DNI del titular y asi poder ayudarte. Quedamos en linea",NEUTRAL
"Gala, te respondimos por DM",NEUTRAL
"Gastón, te deje un DM, seguimos por ese medio.",NEUTRAL
La yuta que te parió @CableFibertel,NEUTRAL
Te invitamos a que nos envíes un DM con tu consulta y el DNI del titular de la cuenta así podemos ayudarte!,NEUTRAL
Te respondí por DM!,NEUTRAL
"¡Hola Rodrigo! Te voy a ayudar por este medio, es necesario que nos sigas para poder ayudarte por privado. Dale la opción “seguir” a la página así nos sincronizamos como seguidores y por privado brindame el DNI del titular ¡Te espero!",NEUTRAL
@CableFibertel buenas tardes qué pasó ? Otra vez Villa Urquiza sin internet. Cablevisin alguna respuesta???,NEUTRAL
@CableFibertel Hola que pasa  dise SIN SEÑAL,NEUTRAL
"#TrabajosPorMejoras (Punilla) Hoy de 14 a 16 horas por tareas de mantenimiento. Afecta: Villa Giardino. Barrios El Pungo y La Higuerita, en forma parcial.",NEUTRAL
Mantenimiento de q tipo?????¿?,NEUTRAL
"Buen día, nuestras cuadrillas trabajan para normalizarlo en el menor tiempo posible.",NEUTRAL
"#TrabajosPorMejoras  5/10 de 13 a 19 por puesta en servicio de nueva subestación  Afecta: barrio Centro, en área comprendida por las calles: Duarte Quirós, Mariano Moreno, 27 de Abril y San José de Calasanz, en forma parcial.",NEUTRAL
Jardín Espinosa sin servicio,NEUTRAL
Barrio Villa Paéz  restricción de servicio en forma parcial por falla en distribuidor de media tensión. Se trabaja en el sector. Informamos al normalizar.,NEUTRAL
"Buen día, estamos al tanto de la restricción en esa zona. Nuestras cuadrillas se encuentran trabajando para normalizar el servicio en el menor tiempo posible.",NEUTRAL
"Hola, cuál es el tiempo estimado de resolución? Desde donde puedo consultar el estado de mi reclamo?",NEUTRAL
Para altamira cuando? O la idea es que se nos quemen los electrodomésticos con los microcortes?,NEUTRAL
"Ya hace una hora que estamos sin luz, alguna novedad ?",NEUTRAL
Avisan 5 minutos antes?,NEUTRAL
"Hola @EpecOficial , qué está pasando en B° Altamira que nuevamente estamos sin luz?",NEUTRAL
Dani ¿continúa la restricción en tu domicilio?,NEUTRAL
"Consulta en Zona Noroeste! Villa Allende parque, Villa Cornu. Y mas cuando vuelve el servicio ?",NEUTRAL
Por favor!! @EpecOficial informen sobre servicio en Nueva Cordoba,NEUTRAL
"AIRE | @LuzyFuerzaCba @EpecOficial | Dr. Claudio Orosz sobre @JSchiaretti : ""Es un #menemista un poco más inteligente, no anda con la #Ferrari roja por las calles de Córdoba pero su objetivo e ideología son absolutamente la misma""",NEUTRAL
"Hola Lito, por favor realizá el reclamo llamando al 0800-777-0000, enviando un sms (03517353732 + CASA o SECTOR + número de contrato), por nuestra App EPEC Móvil o ingresando a https://www.epec.com.ar/tramites/reclamo-tecnico … así puede ir la guardia a resolverlo.",NEUTRAL
Volvió acá. Volvió en tu casa?,NEUTRAL
"Hola Silvia, no tenemos horario estimado de normalización del servicio. Estamos trabajando en el sector.",NEUTRAL
Nuevamente cortada la luz en Alto Alberdi,NEUTRAL
"#TrabajosPorMejoras (ciudad de Córdoba) Hoy de 15 a 17 por poda sobre red aérea de media tensión. Afecta: barrio Güemes, en forma total.",NEUTRAL
ya se normalizó,NEUTRAL
"Barrios Altamira, Ampliación Altamira y Maldonado, cuentan con servicio normal.",NEUTRAL
"Horario aproximado? Necesitamos el servicio, tenemos como todos cuestiones que necesitan la electricidad para llevarse a cabo.",NEUTRAL
Altamira con cortes. Estaría necesitando laburar,NEUTRAL
"Sin luz en Cofico, @EpecOficial. ¿Es una muestra de lo que va a ser el verano?",NEUTRAL
"Zona Diagonal Norte, Av. Edén, Patria y 9 de Julio de La Falda restricción de servicio por tareas de mantenimiento. Informaremos al normalizar.",NEUTRAL
"Hola Gaston, estamos trabajando en la zona:https://twitter.com/EpecOficial/status/1182406769252937733 …",NEUTRAL
"@EpecOficial necesito dar de alta a la luz, pueden dejar de darme vueltas y darme bola por favor?",NEUTRAL
@EpecOficial barrio San Martín norte zona Bv. Los Granaderos sin luz. Cuando vuelve?,NEUTRAL
"Agustina, tenemos una falla en un distribuidor de media tensión en la zona. Estamos trabajando en el sector para normalizar el servicio. No tenemos horario estimado de normalización del servicio.",NEUTRAL
"@EpecOficial en Alta Gracia, barrio Pellegrini- el Cañito sin luz desde las 10 de la mañana. A que hora se reanuda?",NEUTRAL
"#TrabajosPorMejoras (La Calera) 10/10 de 13 a 16 por poda sobre red aérea de media tensión. Afecta: barrios Valle Del Sol, Diquecito, Las Bateas y Cantesur.",NEUTRAL
"#TrabajosPorMejoras (ciudad de Córdoba) 11/10 de 15 a 17 por poda sobre red aérea de media tensión. Afecta: barrio Güemes, en forma total.",NEUTRAL
"Buenas noches Carlos, se normalizó el sector consultado ¿Continuás sin servicio?",NEUTRAL
Seguí participando. La próxima hay que alquilar un generador,NEUTRAL
"#TrabajosPorMejoras (ciudad de Córdoba) 11/10 de 8 a 12:30 por poda sobre red aérea de media tensión. Afecta: barrios Solares de Santa María, Mutual Docente, Smata, Smata Dos, Los Olmos y Parque Atlántica, en forma total.",NEUTRAL
"Barrios Ombú, Providencia, Alto Palermo, Cerro de las Rosas, Alto Verde y Altos de Villa Cabrera: restricción de servicio en forma parcial. Nuestra cuadrilla trabaja sobre el sector.",NEUTRAL
Lázaro Langer y Degoy,NEUTRAL
Qué hora reponen la luzzz en Nva. Cba.?,NEUTRAL
Choque de poste Germán,NEUTRAL
Alguna respuesta?,NEUTRAL
"Buenas tardes Lucas, estamos al tanto de la restricción en esa zona. Nuestras cuadrillas se encuentran trabajando para normalizar el servicio en el menor tiempo posible.",NEUTRAL
Finalizaron las maniobras en barrio Nueva Córdoba. El servicio es normal en el sector.,NEUTRAL
@EpecOficial van a seguir bouldeandoun rato más con los cortes en Poeta Lugones? https://tenor.com/2Ipe.gif,NEUTRAL
En la terraza queremos saber tu opinión!! @GregoTatian #descontrol,NEUTRAL
Corte total en Los Boulevares @EpecOficial (y van tres en el primer día de calor...),NEUTRAL
"#TrabajosPorMejoras  5/10 de 8:30 a 13 por puesta en servicio de nueva subestación Transformadora. Afecta: barrio Argüello, en área comprendida por las calles: Locelso, avenida Rafael Núñez y avenida Recta Martinoli, en forma parcial",NEUTRAL
"@EpecOficial hola te hago una consulta por Villa Paez, ya hize el reclamo por teléfono pero no sé si es la zona o mi casa",NEUTRAL
@EpecOficial sin luz hace aproximadamente unos 40 minutos. Zona barrio Observatorio.  #epec #cortedeluz #sinluz #calor,NEUTRAL
@EpecOficial el corte no era hadta las 17hs en carrara de horizonte?,NEUTRAL
"#TrabajosPorMejoras (ciudad de Córdoba) 10/10 de 9 a 11:30 por mantenimiento en red aérea. Afecta: barrio General Paz, en área comprendida por las calles: Catamarca, David Luque, Lima y Félix Frías, en forma parcial.",NEUTRAL
"Buenas tardes Pablo, estamos al tanto de la restricción en esa zona. Nuestras cuadrillas se encuentran trabajando para normalizar el servicio en el menor tiempo posible.",NEUTRAL
Si si,NEUTRAL
"Barrios Villa Revol, Santa Rita, Jardín Espinosa, Ampliación Jardín Espinosa, Jardines del Jockey y Jardín ya cuentan con servicio normal.",NEUTRAL
"#TrabajosPorMejoras (ciudad de Córdoba) Hoy de 14:30 a 17:30 por poda sobre red aérea de media tensión. Afecta: barrios Observatorio y Paso de Los Andes, en forma parcial.",NEUTRAL
Vieja a la 13:30 iba a volver la luz ya son las 16,NEUTRAL
"Buen día, los trabajos por mejoras se han prolongado en la zona. Nuestras cuadrillas se encuentran trabajando para normalizar el servicio en el menor tiempo posible.",NEUTRAL
Iba a volver a las 17 hs y aún nada? Que están esperando que se eche a perder la mercadería?,NEUTRAL
"Buen día, no tenemos horario estimado de resolución. Nuestras cuadrillas trabajan para normalizarlo en el menor tiempo posible.",NEUTRAL
"Hola Camila, envianos por favor tu número de contrato y de cliente por privado así verificamos el estado de tu cuenta.",NEUTRAL
Siendo las 17.30 hs seguimos esperando en Villa Giardino,NEUTRAL
Estamos trabajando en la zona Abril:https://twitter.com/EpecOficial/status/1182406769252937733 …,NEUTRAL
Barrio yofre de nuevo sin luz. 21:35hs,NEUTRAL
@EpecOficial que pasa en Villa Allende? es corte programado?,NEUTRAL
"Cecilia, no tenemos horario estimado de normalización del servicio. Estamos trabajando en el sector.",NEUTRAL
@EpecOficial que pasa con la luz en Ampliación San Pablo? Cuando vuelve la luz??,NEUTRAL
"#TrabajosPorMejoras (La Falda) 09/10 de 14 a 17 por mantenimiento en red aérea. Afecta: barrios Río Grande, Santa Rosa, Villa Caprichosa Norte, Villa Estela, El Dominador, Pampa de Olaen y Piedras Grandes, en forma total.",NEUTRAL
Buenas noches ¿Desde qué localidad/barrio nos escribís?,NEUTRAL
Acá volvió recién,NEUTRAL
Villa Giardino hace 2 horas sin luz,NEUTRAL
No era hasta las 17hs el corte?,NEUTRAL
"Buenas tardes Caro, estamos al tanto de la restricción en esa zona. Nuestras cuadrillas se encuentran trabajando para normalizar el servicio en el menor tiempo posible.",NEUTRAL
"Buen día Sil, no registramos fallas en media tensión. Por favor, comunicate con la guardia de tu localidad para que verifiquen el inconveniente.",NEUTRAL
"#TrabajosPorMejoras (Bell Ville) 13/10 de 6:30 a 9 horas por poda sobre red aérea de media tensión. Afecta: calles Avellaneda, Tucumán, Mitre, Pio Angulo, 25 de Mayo, Corrientes y Alem.",NEUTRAL
"#TrabajosPorMejoras (ciudad de Córdoba) 13/10 de 8 a 12 por poda sobre red aérea de media tensión. Afecta: barrios Las Violetas, Villa Ávalos, Ampliación Las Palmas y Lamadrid, en forma parcial.",NEUTRAL
Barrio Colon con media tension,NEUTRAL
"Buenas tardes, está normalizado el sector ¿Continuás sin servicio?",NEUTRAL
"@EpecOficial hace rato que se cortó la luz en barrio cupani, para cuándo volvería?",NEUTRAL
15:37 y sin luz en Villa Allende! Seguimos participando!!!.,NEUTRAL
Cuando vuelve????,NEUTRAL
@EpecOficial que onda el servicio en quintas de arguello? No tengo luz hace 30min,NEUTRAL
Dos cortes de luz en lo que va del día @EpecOficial . No me quiero imaginar en pleno verano.,NEUTRAL
Marcos Juárez. Con Z de zorro...,NEUTRAL
"Cintia, estamos trabajando en la zona para normalizar el servicio. No tenemos horario estimado:https://twitter.com/EpecOficial/status/1182406769252937733 …",NEUTRAL
@EpecOficial hay Corte en barrio Alto Alberdi?,NEUTRAL
"Buenas noches, el sector ya fue normalizado.",NEUTRAL
"#TrabajosPorMejoras (ciudad de Córdoba) Hoy de 13:30 a 18:30 por mantenimiento en red aérea. Afecta: barrio Los Carolinos, en forma total.",NEUTRAL
#TrabajosPorMejoras (Rio Cuarto) 13/10 de 7 a 12 horas por mantenimiento en red aérea. Afecta: General Paz 600 y 700 - Belgrano entre Sobremonte y General Paz.,NEUTRAL
Villa warcalde sin luz,NEUTRAL
"Vir, la normalización anunciada corresponde a una restricción que hubo por la mañana.",NEUTRAL
"Buen día, existe un trabajo por mejoras programado en la zona hasta las 14hrs aproximadamente.",NEUTRAL
"Barrios Villa Revol, Santa Rita, Jardín Espinosa, Ampliación Jardín Espinosa, Jardines del Jockey y Jardín  restricción parcial de servicio, por falla en media tensión. Informamos al normalizar.",NEUTRAL
@EpecOficial Camino San Carlos sin luz desde las 15 hs. 4 horas sin luz!!!!!!,NEUTRAL
"Envianos por mensaje privado tu número de contrato y dirección de correo electrónico, por favor.",NEUTRAL
Hola!Cuanto faltara para que se normalice en barrio empalme?,NEUTRAL
"Buenas noches Lau, estamos al tanto de la restricción en esa zona. Nuestras cuadrillas se encuentran trabajando para normalizar el servicio en el menor tiempo posible.",NEUTRAL
"#TrabajosPorMejoras (La Falda) Hoy de 14 a 17 por mantenimiento en red aérea. Afecta: barrios Río Grande, Santa Rosa, Villa Caprichosa Norte, Villa Estela, El Dominador, Pampa de Olaen y Piedras Grandes, en forma total.",NEUTRAL
"Barrios San Martín, San Martín Anexo, Villa Cabrera y Zumarán, cuentan con servicio normal.",NEUTRAL
"Barrios Ampliación San Pablo, Obras sanitarias, Jardines del Sud, José Ignacio Díaz 2ª y 1ª sección, 4 de Febrero, Marcos Sastre, Las Lilas y Claros del Bosque, cuentan con servicio normal.",NEUTRAL
"Buenas tardes Fabián, no tenemos horario estimado de resolución. Nuestras cuadrillas trabajan para normalizarlo en el menor tiempo posible.",NEUTRAL
"Hola Julieta, tenemos una falla en un distribuidor de media tensión en la zona. Estamos trabajando en el sector para normalizar el servicio en el menor tiempo posible.",NEUTRAL
@EpecOficial Segunda función consecutiva del show de cortes temporada 2019/2020 en la ciudad de Córdoba protagonizada por Epec. Aplausos.,NEUTRAL
"Nuestro personal de Sistemas y Estadísticas realizó reparaciones en Alto Alberdi, en las nuevas cajas J23D, así como también correcciones en sus anillos, para mejorar la calidad de servicio de los vecinos de la zona.pic.twitter.com/i63WfwDbLm",NEUTRAL
@EpecOficial al primer calor EPEC se desactiva ... algún comentario para los barrios sin Luz de Córdoba?,NEUTRAL
Y muchachos?? 5hs sin luz llevamos!!! Cortaron para comer y dormir la siesta??,NEUTRAL
@EpecOficial sin luz en bv San Juan 1500. Toda la cuadra,NEUTRAL
Pasanos una fotografía de la intimación por favor.,NEUTRAL
Comercio con heladeras. Por favor @EpecOficial hora estimada de restitución ?,NEUTRAL
"Ger, el servicio es normal en el sector.",NEUTRAL
Se normalizó el servicio en barrio Altamira o puede volver a cortarse??,NEUTRAL
"y si el ""correctivo"" se lo aplican uds ?  Capaz así sean capaces de hacer su trabajo correctamente",NEUTRAL
Los trabajos por mejoras se han prolongado en la zona. Nuestras cuadrillas se encuentran trabajando para normalizar el servicio en el menor tiempo posible.,NEUTRAL
"Buenas tardes Juan, estamos al tanto de la restricción en esa zona. Nuestras cuadrillas se encuentran trabajando para normalizar el servicio en el menor tiempo posible.",NEUTRAL
En barrio Los Paraísos hay corte desde las 11 hs.,NEUTRAL
D8ugñ a,NEUTRAL
Se sabe en cuanto tiempo más se restablecerá el servicio?,NEUTRAL
"Vanina, estamos trabajando en la zona para normalizar el servicio en el sector.",NEUTRAL
